Company Name,Address,Phone Number,Website (Profile Link),Description,Contacted,Date Contacted,Response Received,Response Date,Notes
Ten Cc Marketing,"Plot 22038, Gaborone West Ind, Botswana",+267 390 9478,https://www.localbotswana.com/company/5772/Ten_Cc_Marketing,No description,No,,No,,
Terry Cooney (pty) Ltd,"Plot 20594 Mabutswe Rd Western Bypass, P.O.Box 2858, Gaborone, Botswana",+267 393 0254,https://www.localbotswana.com/company/4159/Terry_Cooney_pty_Ltd,No description,No,,No,,
The Works,"Plot 13099, Moporoporo Rd, Broadhurst Ind, Gaborone, Botswana",+267 395 9862,https://www.localbotswana.com/company/767/The_Works,No description,No,,No,,
The Business Centre,"Grand Palm GICC Office GJ, P.O.Box 3021, Gaborone, Botswana",+267 397 1257,https://www.localbotswana.com/company/1237/The_Business_Centre,No description,No,,No,,
The Jewel Of Africa,"Plot 940, Mesrafe Rd, P.O.Box 1509, Gaborone, Botswana",+267 391 4359,https://www.localbotswana.com/company/2525/The_Jewel_Of_Africa,No description,No,,No,,
The Cable Man Botswana,"Plot 4801 Gaborone West Industrial, P.O.Box 402889, Botswana",+267 393 1240,https://www.localbotswana.com/company/3773/The_Cable_Man_Botswana,No description,No,,No,,
The Magic Touch - Botswana,"Plot 22054, Takatokwane Way, Gaborone West I/Est, P.O.Box 20747, Botswana",+267 318 6794,https://www.localbotswana.com/company/4154/The_Magic_TouchBotswana,No description,No,,No,,
The Party Shop,"Opp. Broadhurst Primary School, Gaborone, Botswana",+267 395 2686,https://www.localbotswana.com/company/4378/The_Party_Shop,No description,No,,No,,
The Copy Centre,"Plot 55 G.I.C.P. Unit 4, P.O.Box 41544, Gaborone, Botswana",+267 392 2466,https://www.localbotswana.com/company/5683/The_Copy_Centre,No description,No,,No,,
The Educational Book Service,"Unit 6 Plot 97 Gaborone International Commerce Park, Botswana",+267 393 0358,https://www.localbotswana.com/company/6329/The_Educational_Book_Service,No description,No,,No,,
The Orthodontic Centre (pty) Ltd,"1st Flr Lasco Hse International Commerce Pk, Gaborone, Botswana",+267 318 6527,https://www.localbotswana.com/company/8398/The_Orthodontic_Centre_pty_Ltd,No description,No,,No,,
Thumbi Sports,"P.O.Box 502936, Gaborone, Botswana",+267 371 0035,https://www.localbotswana.com/company/3088/Thumbi_Sports,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Tidalmat Investments (pty) Ltd,"Plot 104 Unit 6 Commerce Pk, P.O.Box 202405, Gaborone, Botswana",+267 391 4715,https://www.localbotswana.com/company/6900/Tidalmat_Investments_pty_Ltd,No description,No,,No,,
Tile And Sanitaryware City,"Plot 53615 /6, Kgomokasitwa Rd, Gaborone West I/Est, P.O.Box 1290, Botswana",+267 393 0574,https://www.localbotswana.com/company/5722/Tile_And_Sanitaryware_City,No description,No,,No,,
Tile Africa Botswana,"Plot 14401 /2, Gaborone West Ind, Botswana",+267 318 5365,https://www.localbotswana.com/company/7615/Tile_Africa_Botswana,No description,No,,No,,
Time Business Services,"Shop 109 Digitac Hse Main Mall, Main Mall, P.O.Box 5081, Gaborone, Botswana",+267 390 4390,https://www.localbotswana.com/company/1415/Time_Business_Services,No description,No,,No,,
Tiplane Wholesalers,"Mogoditshane, P.O.Box 502894, Gaborone, Botswana",+267 391 5300,https://www.localbotswana.com/company/7540/Tiplane_Wholesalers,No description,No,,No,,
Tlhomeso Timbers,"Plot 20662 Blk3, Broadhurst, P.O.Box 50921, Gaborone, Botswana",+267 318 5318,https://www.localbotswana.com/company/5639/Tlhomeso_Timbers,No description,No,,No,,
Tlokweng Rural Development Centre,"Plot 83, Tlokweng TTC Rd, Tlokweng, P.O.Box 30148, Gaborone, Botswana",+267 392 8332,https://www.localbotswana.com/company/7152/Tlokweng_Rural_Development_Centre,No description,No,,No,,
T M Pictures,"Plot 64 Commerce Pk, Gaborone, Botswana",+267 316 4406,https://www.localbotswana.com/company/2086/T_M_Pictures,No description,No,,No,,
T N S Maintenance,"Plot 96 G.I.C.P. Unit 3, P.O.Box 20533, Gaborone, Botswana",+267 391 5293,https://www.localbotswana.com/company/4953/T_N_S_Maintenance,No description,No,,No,,
Tom Piper And Associates (pty) Ltd,"Plot 43173 Carram Park, Phakalane, P.O.Box 1326, Gaborone, Botswana",+267 390 5994,https://www.localbotswana.com/company/1654/Tom_Piper_And_Associates_pty_Ltd,No description,No,,No,,
Tonybase Contracting Services,"Gaborone, Botswana",+267 350 0478,https://www.localbotswana.com/company/4940/Tonybase_Contracting_Services,No description,No,,No,,
Toppex Electrical (pty) Ltd,"Unit 8 Plot 22039 Takatokwane Rd Gaborone West, P.O.Box 1448, Botswana",+267 318 2738,https://www.localbotswana.com/company/4938/Toppex_Electrical_pty_Ltd,No description,No,,No,,
Torams Master Fix (pty) Ltd,"Plot 1215 BU8, Nkrumah Rd, Madirelo Ext 6, P.O.Box 21261, Gaborone, Botswana",+267 391 2649,https://www.localbotswana.com/company/3900/Torams_Master_Fix_pty_Ltd,No description,No,,No,,
Trans World Couriers,"Plot 20596, Western Bypass, Gaborone, Botswana",+267 395 3835,https://www.localbotswana.com/company/1504/Trans_World_Couriers,No description,No,,No,,
Travaglini (botswana Decorators),"Plot 1272, Old Lobatse Rd, Industrial Sites, P.O.Box 287, Gaborone, Botswana",+267 395 2226,https://www.localbotswana.com/company/4225/Travaglini_botswana_Decorators,No description,No,,No,,
Trade Channel,"Plot 6384, Broadhurst Dve, P.O.Box 201419, Gaborone, Botswana",+267 390 1135,https://www.localbotswana.com/company/5254/Trade_Channel,No description,No,,No,,
Transworld Foods,"Plot 14456, Gaborone West Ind, P.O.Box 1651, Botswana",+267 390 2906,https://www.localbotswana.com/company/7543/Transworld_Foods,No description,No,,No,,
Trellidor,"Plot 43173 Carramba Office Pk, Phakalane, P.O.Box 47661, Gaborone, Botswana",+267 391 3837,https://www.localbotswana.com/company/4773/Trellidor,No description,No,,No,,
Trident Engineering,"Plot 20678/9 Broadhurst Ind Opp Oriental Plaza, P.O.Box 403504, Gaborone, Botswana",+267 397 3516,https://www.localbotswana.com/company/2922/Trident_Engineering,No description,No,,No,,
Tropicana Fruit Juice Distributors (pty) Ltd,"P.O.Box 30745, Gaborone, Botswana",+267 392 8379,https://www.localbotswana.com/company/3832/Tropicana_Fruit_Juice_Distributors_pty_Ltd,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Truworths Bbs,"Plot 17945 Ext25, Broadhurst, P.O.Box 1072, Gaborone, Botswana",+267 397 1592,https://www.localbotswana.com/company/7218/Truworths_Bbs,No description,No,,No,,
Tsarara (pty) Ltd T/a Mod B Agencies,"Plot 53/71 Unit A1 Commerce Park, P.O.Box 625, Gaborone, Botswana",+267 316 2348,https://www.localbotswana.com/company/5924/Tsarara_pty_Ltd_Ta_Mod_B_Agencies,No description,No,,No,,
Tsa Badiri Consultancy,"Plot 125 Sedimosa Ave, P.O.Box 731, Gaborone, Botswana",+267 391 4164,https://www.localbotswana.com/company/6202/Tsa_Badiri_Consultancy,No description,No,,No,,
Tshepo Tile Products (pty) Ltd,"P.O.Box 80873, Gaborone, Botswana",+267 393 8121,https://www.localbotswana.com/company/1316/Tshepo_Tile_Products_pty_Ltd,No description,No,,No,,
Tshwaragano General Dealer And Fresh Produce,"Plot 309 Mogoditshane Near Mogoditshane Post Office, P.O.Box 471, Gaborone, Botswana",+267 391 5284,https://www.localbotswana.com/company/2837/Tshwaragano_General_Dealer_And_Fresh_Produce,No description,No,,No,,
Tsodilo Building & Civil Engineering Contractors,"1st flr Air Botswana, Gaborone",+267 319 1111,https://www.localbotswana.com/company/6922/Tsodilo_Building_Civil_Engineering_Contractors,No description,No,,No,,
Tswana Construction (pty) Ltd,"Plot 22076 Modiri Hse Nyamambisi Rd, Gaborone West I/Site, P.O.Box 40321, Botswana",+267 391 2507,https://www.localbotswana.com/company/869/Tswana_Construction_pty_Ltd,No description,No,,No,,
T T C S Consulting Engineers,"Blk 3 Ind ICT Hse 1st Flr Unit 3 Cnr Sekotle & Savuti Rd, P.O.Box 1520, Gaborone, Botswana",+267 395 2006,https://www.localbotswana.com/company/4608/T_T_C_S_Consulting_Engineers,No description,No,,No,,
T & T Industries Ltd,"Plot 30, 32, 34 Mogoditshane Industrial Site, P.O.Box 1469, Gaborone, Botswana",+267 391 2571,https://www.localbotswana.com/company/4068/T_T_Industries_Ltd,No description,No,,No,,
Two-m (pty) Ltd,"Plot 10240, Legolo Rd, Broadhurst Ind Est, P.O.Box 2050, Gaborone, Botswana",+267 391 2826,https://www.localbotswana.com/company/4556/Two_m_pty_Ltd,No description,No,,No,,
T W T Botswana (pty) Ltd T/a Dream Floors,"Plot 156 Unit 3 Nshingo G I C P, P.O.Box 26499, Gaborone, Botswana",+267 397 4115,https://www.localbotswana.com/company/7689/T_W_T_Botswana_pty_Ltd_Ta_Dream_Floors,No description,No,,No,,
Tyzack Marketing (pty) Ltd,"Plot 104 Unt1 Commerce Pk, Gaborone, Botswana",+267 391 8243,https://www.localbotswana.com/company/5804/Tyzack_Marketing_pty_Ltd,No description,No,,No,,
Universal Travel,"Unit 16 Westgate Mall, P.O.Box 403725, Gaborone, Botswana",+267 393 8878,https://www.localbotswana.com/company/730/Universal_Travel,No description,No,,No,,
United Consulting (pty) Ltd,"Plot 711, Khwai Rd, Selemelo Ext 2, P.O.Box 207, Gaborone, Botswana",+267 395 7039,https://www.localbotswana.com/company/1540/United_Consulting_pty_Ltd,No description,No,,No,,
Unisystems,"Plot 86, Gaborone, Botswana",+267 318 8672,https://www.localbotswana.com/company/4303/Unisystems,No description,No,,No,,
Univa,"Plot 14458 Kamushongo Rd G-West Ind Gaborone, Gaborone West, Botswana",+267 390 9650,https://www.localbotswana.com/company/5002/Univa,No description,No,,No,,
Unique Air (pty) Ltd,"Plot 50629 Unit A Mabeapodi Rd Block 3, P.O.Box 80600, Gaborone, Botswana",+267 318 2762,https://www.localbotswana.com/company/5495/Unique_Air_pty_Ltd,No description,No,,No,,
United Filling Station,"Near Gaborone delta, Gaborone West I/Est, P.O.Box 40310, Botswana",+267 391 3797,https://www.localbotswana.com/company/6390/United_Filling_Station,No description,No,,No,,
Universal Builders,"Block 3 Industrial Plot 20582, P.O.Box 1823, Gaborone, Botswana",+267 391 3777,https://www.localbotswana.com/company/6684/Universal_Builders,No description,No,,No,,
Unibuild (pty) Ltd,"Village Plaza Plot 25117 Zeerust Rd Gaborone, P.O.Box 41029, Botswana",+267 319 0175,https://www.localbotswana.com/company/7104/Unibuild_pty_Ltd,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Urban Security,"Plot 170 Unit12 Commerce Pk, P.O.Box 978, Gaborone, Botswana",+267 391 2201,https://www.localbotswana.com/company/1871/Urban_Security,No description,No,,No,,
Veridebt Botswana,"Plot 14425 Dumambila Cl, Gaborone, Botswana",+267 393 1281,https://www.localbotswana.com/company/1565/Veridebt_Botswana,No description,No,,No,,
Versey And Associates,"Plot 950 Kaunda Rd Along Tlokweng Rd, P.O.Box 404179, Gaborone, Botswana",+267 397 4786,https://www.localbotswana.com/company/1656/Versey_And_Associates,No description,No,,No,,
Verizon Botswana (pty) Ltd,"Gaborone, Botswana",+267 318 8967,https://www.localbotswana.com/company/1683/Verizon_Botswana_pty_Ltd,No description,No,,No,,
Verec (pty) Ltd,"Plot 170 Unit 1 Commerce Park, Gaborone, Botswana",+267 390 8919,https://www.localbotswana.com/company/4971/Verec_pty_Ltd,No description,No,,No,,
Vertex,"Plot 20662 Block III Ind, P.O.Box 50921, Gaborone, Botswana",+267 390 4412,https://www.localbotswana.com/company/7719/Vertex,No description,No,,No,,
Village Spar (pty) Ltd,"Plot 25117, Village, P.O.Box 2, Gaborone, Botswana",+267 390 9272,https://www.localbotswana.com/company/3307/Village_Spar_pty_Ltd,No description,No,,No,,
Virtual Security,"Plot 73 Unit 1 Gaborone International Commerce Park, Botswana",+267 310 5716,https://www.localbotswana.com/company/5090/Virtual_Security,No description,No,,No,,
Vish Motors (pty) Ltd,"Plot 4212, Mogoditshane, Gaborone, Botswana",+267 310 5725,https://www.localbotswana.com/company/4621/Vish_Motors_pty_Ltd,No description,No,,No,,
Vision Hire,"Plot 51572 Phakalane, Broadhurst Ind Site, P.O.Box 1920, Gaborone, Botswana",+267 395 1008,https://www.localbotswana.com/company/4784/Vision_Hire,No description,No,,No,,
Volvo,"36 West Ave GICP, P.O.Box 262, Gaborone, Botswana",+267 395 2165,https://www.localbotswana.com/company/2193/Volvo,No description,No,,No,,
Walk 'n Talk,"Botswana Rd, Gaborone",+267 393 2010,https://www.localbotswana.com/company/4828/Walk_n_Talk,No description,No,,No,,
Warehousing Services Botswana (pty) Ltd,"P.O.Box 1650, Gaborone, Botswana",+267 390 4080,https://www.localbotswana.com/company/2091/Warehousing_Services_Botswana_pty_Ltd,No description,No,,No,,
Waste Management And Pollution Control,"Near Metset, Gaborone, Botswana",+267 390 1716,https://www.localbotswana.com/company/804/Waste_Management_And_Pollution_Control,No description,No,,No,,
Waste Paper Recovery,"Plot 14455, Kamushongo Rd, Gaborone West I/Est, Botswana",+267 395 6769,https://www.localbotswana.com/company/6659/Waste_Paper_Recovery,No description,No,,No,,
Water Surveys (botswana) (pty) Ltd,"Kgasa Way Independence Ave, P.O.Box 1398, Gaborone, Botswana",+267 390 0541,https://www.localbotswana.com/company/2099/Water_Surveys_botswana_pty_Ltd,No description,No,,No,,
Waterman Communications,"Plot 20737 Broadhurst Industrial, P.O.Box 825, Gaborone, Botswana",+267 397 3281,https://www.localbotswana.com/company/4729/Waterman_Communications,No description,No,,No,,
Watercon Equipment,"Plot 170 Unit 13 G.I.C.P., P.O.Box 402888, Gaborone, Botswana",+267 316 3606,https://www.localbotswana.com/company/5325/Watercon_Equipment,No description,No,,No,,
Wayne Industrial (pty) Ltd,"Plot 1245, Haile Selassie Rd, Madirelo Ext 6, P.O.Box 301617, Gaborone, Botswana",+267 390 2505,https://www.localbotswana.com/company/5922/Wayne_Industrial_pty_Ltd,No description,No,,No,,
W D Engineering,"Plot 10242, Lejara Rd, Broadhurst Ind Est, P.O.Box 1619, Gaborone, Botswana",+267 316 1924,https://www.localbotswana.com/company/4116/W_D_Engineering,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Welding & Engineering Requisites,"Plot 10215, Mokolwane Rd, Broadhurst Ind Est, P.O.Box 20972, Gaborone, Botswana",+267 395 9066,https://www.localbotswana.com/company/4613/Welding_Engineering_Requisites,No description,No,,No,,
Western Filling Station & Garage (pty) Ltd,"Plot 16740 Opp Trade World, Gaborone West, P.O.Box 1020, Botswana",+267 392 2579,https://www.localbotswana.com/company/6486/Western_Filling_Station_Garage_pty_Ltd,No description,No,,No,,
Western Bypass Service Station,"Plot 54027 Engen Filling Station Western Bypass, P.O.Box 80143, Gaborone, Botswana",+267 392 2211,https://www.localbotswana.com/company/6494/Western_Bypass_Service_Station,No description,No,,No,,
Wetrok,"Plot 51572, Phakalane, Gaborone, Botswana",+267 397 5389,https://www.localbotswana.com/company/3733/Wetrok,No description,No,,No,,
Wheel 'n Steel (pty) Ltd,"Lot 978, Molepolole Main Rd, Mogoditshane, P.O.Box 773, Gaborone, Botswana",+267 395 2798,https://www.localbotswana.com/company/3109/Wheel_n_Steel_pty_Ltd,No description,No,,No,,
White Sands C.c. (pty) Ltd,"P.O.Box 502911, Gaborone, Botswana",+267 316 4532,https://www.localbotswana.com/company/6328/White_Sands_Cc_pty_Ltd,No description,No,,No,,
Widnell Project Management,"Plot 400, Independence Ave, Gaborone, Botswana",+267 390 4020,https://www.localbotswana.com/company/6226/Widnell_Project_Management,No description,No,,No,,
Willy Kathurima Associates (pty) Ltd,"Plot 61687, Broadhurst, P.O.Box 58, Gaborone, Botswana",+267 316 2895,https://www.localbotswana.com/company/5839/Willy_Kathurima_Associates_pty_Ltd,No description,No,,No,,
Wimpy Car Wash,"Wimpy, Western By Pass., P.O.Box 201275, Gaborone, Botswana",+267 316 3336,https://www.localbotswana.com/company/1785/Wimpy_Car_Wash,No description,No,,No,,
Wind-dorf (pty) Ltd,"Plot 14399, New Lobatse Rd, Gaborone West, P.O.Box 214, Botswana",+267 392 2776,https://www.localbotswana.com/company/4070/Wind_dorf_pty_Ltd,No description,No,,No,,
Women's Finance House Botswana,"Plot 1043, African Mall, Gaborone, Botswana",+267 395 6500,https://www.localbotswana.com/company/6177/Womens_Finance_House_Botswana,No description,No,,No,,
Wonder Rock,"Plot 10157 Moshawa, Gaborone North, Botswana",+267 393 0517,https://www.localbotswana.com/company/3955/Wonder_Rock,No description,No,,No,,
Woolworths Account Office,"Plot 4793 Old Lobatse Rd, P.O.Box 1072, Gaborone, Botswana",+267 390 4682,https://www.localbotswana.com/company/8354/Woolworths_Account_Office,No description,No,,No,,
Worldview International Foundation,"Plot 3466, Maalola Cl, Mephato Ext 12, Gaborone, Botswana",+267 318 4110,https://www.localbotswana.com/company/1732/Worldview_International_Foundation,No description,No,,No,,
Xcel (pty) Ltd,"Plot 37651 Bohelabatho Cres Blk 8, Gaborone, Botswana",+267 318 7978,https://www.localbotswana.com/company/7751/Xcel_pty_Ltd,No description,No,,No,,
Yarona Fm 106.6,"Plot 28562 Marshal Dve Fairground Mall, P.O.Box 1607, Gaborone, Botswana",+267 391 2305,https://www.localbotswana.com/company/1170/Yarona_Fm_1066,No description,No,,No,,
Youth Travel Tours,"UnitF7 Fairgrounds Mall, P.O.Box 201573, Gaborone, Botswana",+267 397 2100,https://www.localbotswana.com/company/725/Youth_Travel_Tours,No description,No,,No,,
Y S Moncho Attorneys,"Plot 14417 Eland Hse Maakgadigau Rd, P.O.Box 26367, Gaborone, Botswana",+267 392 3140,https://www.localbotswana.com/company/8816/Y_S_Moncho_Attorneys,No description,No,,No,,
Zac Construction Botswana (pty) Ltd,"Plot 7872 Kake Close Mawapula, P.O.Box 502895, Gaborone, Botswana",+267 395 6245,https://www.localbotswana.com/company/4566/Zac_Construction_Botswana_pty_Ltd,No description,No,,No,,
Zainub (pty) Ltd T/a Botswana Tissue,"Plot 22120 Phase1, Gaborone West Ind, P.O.Box 391, Botswana",+267 393 6739,https://www.localbotswana.com/company/4064/Zainub_pty_Ltd_Ta_Botswana_Tissue,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Zambezi Engineering,"Plot 22141, Gaborone West I/Site, P.O.Box 1020, Botswana",+267 391 2266,https://www.localbotswana.com/company/2973/Zambezi_Engineering,No description,No,,No,,
Zambezi Western Filling Station,"Plot 16740, Gaborone West, Botswana",+267 392 2579,https://www.localbotswana.com/company/6391/Zambezi_Western_Filling_Station,No description,No,,No,,
Zambezi Driveline,"Plot 22417 Behind Peugeot Gaborone West, P.O.Box 1020, Botswana",+267 395 9566,https://www.localbotswana.com/company/6487/Zambezi_Driveline,No description,No,,No,,
